Pong-v0,0.999,32,100000,50000,1.0,0.1,1000000,4,2500,5e-05
671000,-12.46,3967.34,1088
672000,-12.33,3984.35,1091
673000,-12.33,3984.35,1091
674000,-12.4,3975.74,1092
675000,-12.38,3970.63,1093
676000,-12.32,3980.52,1095
677000,-12.32,3980.52,1095
678000,-12.35,3985.13,1096
679000,-12.35,3975.92,1097
680000,-12.32,3983.93,1098
681000,-12.32,3983.93,1098
682000,-12.24,4002.68,1100
683000,-12.2,4007.89,1101
684000,-12.18,4018.05,1102
685000,-12.17,4017.0,1103
686000,-12.19,4016.46,1104
687000,-12.24,4012.93,1106
688000,-12.24,4012.93,1106
689000,-12.25,4015.02,1108
690000,-12.25,4015.02,1108
691000,-12.23,4021.9,1109
692000,-12.2,4038.11,1110
693000,-12.1,4041.21,1112
694000,-12.16,4029.21,1113
695000,-12.16,4029.21,1113
696000,-12.15,4019.98,1115
697000,-12.16,4012.63,1116
698000,-12.17,4016.01,1117
699000,-12.17,4016.01,1117
700000,-12.18,4008.75,1118
701000,-12.13,4017.4,1119
702000,-12.11,4027.54,1120
703000,-12.03,4046.85,1121
704000,-12.04,4049.12,1122
705000,-12.03,4050.92,1123
706000,-12.03,4050.92,1123
707000,-12.02,4060.64,1125
708000,-12.02,4060.64,1125
709000,-12.03,4063.57,1126
710000,-11.96,4078.44,1128
711000,-11.95,4081.62,1129
712000,-11.95,4081.62,1129
713000,-11.95,4081.62,1129
714000,-11.92,4091.99,1132
715000,-11.85,4103.64,1133
716000,-11.85,4103.64,1133
717000,-11.85,4103.64,1133
718000,-11.88,4099.29,1134
719000,-11.84,4104.53,1136
720000,-11.8,4120.27,1137
721000,-11.8,4120.27,1137
722000,-11.8,4120.27,1137
723000,-11.83,4110.63,1139
724000,-11.76,4125.77,1141
725000,-11.76,4125.77,1141
726000,-11.76,4125.77,1141
727000,-11.8,4111.13,1142
728000,-11.89,4099.39,1144
729000,-11.85,4110.32,1145
730000,-11.85,4110.32,1145
731000,-11.85,4110.32,1145
732000,-11.83,4101.53,1146
733000,-11.69,4131.78,1148
734000,-11.65,4142.08,1149
735000,-11.65,4142.08,1149
736000,-11.65,4133.23,1151
737000,-11.65,4133.23,1151
738000,-11.61,4151.34,1153
739000,-11.61,4151.34,1153
740000,-11.6,4151.56,1155
741000,-11.6,4151.56,1155
742000,-11.56,4161.57,1157
743000,-11.56,4161.57,1157
744000,-11.54,4149.75,1159
745000,-11.54,4149.75,1159
746000,-11.55,4139.62,1160
747000,-11.53,4142.8,1161
748000,-11.45,4147.21,1163
749000,-11.45,4147.21,1163
750000,-11.38,4156.82,1165
751000,-11.35,4156.62,1166
752000,-11.31,4153.84,1167
753000,-11.33,4148.02,1168
754000,-11.35,4138.71,1169
755000,-11.4,4137.6,1170
756000,-11.4,4137.6,1170
757000,-11.3,4142.54,1172
758000,-11.3,4142.95,1173
759000,-11.27,4148.55,1174
760000,-11.3,4145.05,1175
761000,-11.24,4147.36,1176
762000,-11.22,4152.51,1177
763000,-11.29,4133.63,1178
764000,-11.25,4134.17,1179
765000,-11.26,4134.91,1180
766000,-11.2,4135.63,1181
767000,-11.13,4138.77,1182
768000,-11.11,4142.88,1183
769000,-11.09,4140.23,1184
770000,-11.12,4135.28,1185
771000,-11.06,4132.5,1187
772000,-11.05,4123.05,1188
773000,-11.05,4123.05,1188
774000,-11.08,4121.56,1189
775000,-11.14,4108.0,1191
776000,-11.14,4108.0,1191
777000,-11.07,4107.18,1192
778000,-11.04,4109.93,1193
779000,-10.97,4113.59,1194
780000,-10.92,4122.69,1195
781000,-10.87,4120.65,1196
782000,-10.9,4116.84,1197
783000,-10.86,4123.64,1198
784000,-10.91,4108.78,1199
785000,-10.88,4112.96,1200
786000,-10.88,4112.96,1200
787000,-10.82,4122.58,1202
788000,-10.82,4122.58,1202
789000,-10.72,4138.28,1204
790000,-10.72,4138.28,1204
791000,-10.76,4137.82,1205
792000,-10.7,4145.52,1207
793000,-10.63,4156.11,1208
794000,-10.63,4156.11,1208
795000,-10.6,4143.98,1210
796000,-10.6,4143.98,1210
797000,-10.53,4156.39,1211
798000,-10.54,4162.95,1212
799000,-10.5,4165.09,1214
800000,-10.5,4165.09,1214
801000,-10.49,4170.43,1216
802000,-10.48,4158.41,1217
803000,-10.42,4161.5,1218
804000,-10.42,4161.5,1218
805000,-10.44,4156.7,1219
806000,-10.48,4127.04,1221
807000,-10.42,4133.85,1222
808000,-10.45,4126.88,1223
809000,-10.45,4126.88,1223
810000,-10.49,4102.15,1226
811000,-10.49,4102.15,1226
812000,-10.45,4109.93,1227
813000,-10.62,4063.15,1230
814000,-10.62,4063.15,1230
815000,-10.62,4063.15,1230
816000,-10.54,4052.7,1232
817000,-10.59,4036.3,1234
818000,-10.59,4036.3,1234
819000,-10.59,4036.3,1234
820000,-10.65,3995.11,1238
821000,-10.65,3995.11,1238
822000,-10.65,3995.11,1238
823000,-10.65,3995.11,1238
824000,-10.66,3989.04,1240
825000,-10.54,4006.37,1242
826000,-10.54,4006.37,1242
827000,-10.54,4006.37,1242
828000,-10.42,4010.4,1244
829000,-10.42,4010.4,1244
830000,-10.43,4008.77,1246
831000,-10.43,4008.77,1246
832000,-10.43,4008.77,1246
833000,-10.45,3988.86,1249
834000,-10.43,3995.68,1250
835000,-10.43,3995.68,1250
836000,-10.43,3995.68,1250
837000,-10.43,3991.31,1252
838000,-10.45,3988.7,1253
839000,-10.43,3996.02,1254
840000,-10.43,3996.02,1254
841000,-10.47,3995.86,1255
842000,-10.45,3996.55,1256
843000,-10.34,4015.84,1258
844000,-10.34,4015.84,1258
845000,-10.34,4015.84,1258
846000,-10.42,4006.13,1259
847000,-10.43,4018.43,1262
848000,-10.43,4018.43,1262
849000,-10.43,4018.43,1262
850000,-10.52,4013.76,1264
851000,-10.45,4030.86,1266
852000,-10.45,4030.86,1266
853000,-10.5,4026.31,1267
854000,-10.5,4026.31,1267
855000,-10.47,4046.11,1269
856000,-10.42,4054.47,1270
857000,-10.42,4054.47,1270
858000,-10.45,4057.38,1271
859000,-10.45,4057.38,1271
860000,-10.43,4067.7,1274
861000,-10.43,4067.7,1274
862000,-10.39,4074.78,1275
863000,-10.39,4074.78,1275
864000,-10.44,4079.12,1276
865000,-10.41,4097.31,1278
866000,-10.42,4097.79,1279
867000,-10.42,4097.79,1279
868000,-10.53,4081.27,1281
869000,-10.6,4086.37,1282
870000,-10.54,4095.37,1283
871000,-10.54,4095.37,1283
872000,-10.51,4100.98,1284
873000,-10.44,4113.18,1285
874000,-10.44,4113.18,1285
875000,-10.38,4136.68,1286
876000,-10.32,4156.56,1288
877000,-10.32,4156.56,1288
878000,-10.26,4163.86,1289
879000,-10.26,4159.44,1290
880000,-10.2,4164.16,1291
881000,-10.22,4164.34,1293
882000,-10.22,4164.34,1293
883000,-10.22,4164.34,1293
884000,-10.24,4156.15,1295
885000,-10.21,4160.55,1297
886000,-10.21,4160.55,1297
887000,-10.24,4148.54,1298
888000,-10.32,4135.23,1300
889000,-10.29,4138.28,1301
890000,-10.29,4138.28,1301
891000,-10.33,4129.04,1302
892000,-10.31,4129.6,1303
893000,-10.27,4129.25,1305
894000,-10.27,4129.25,1305
895000,-10.36,4118.84,1306
896000,-10.36,4118.84,1306
897000,-10.39,4118.05,1308
898000,-10.26,4133.12,1309
899000,-10.19,4152.01,1310
900000,-10.19,4152.01,1310
901000,-10.3,4128.06,1312
902000,-10.26,4140.76,1313
903000,-10.26,4140.76,1313
904000,-10.21,4144.1,1314
905000,-10.14,4161.32,1316
906000,-10.05,4181.07,1317
907000,-10.05,4181.07,1317
908000,-10.07,4164.15,1319
909000,-10.07,4164.15,1319
910000,-10.03,4178.09,1321
911000,-10.09,4163.35,1322
912000,-10.11,4161.6,1323
913000,-10.11,4161.6,1323
914000,-10.0,4174.35,1325
915000,-9.96,4180.76,1326
916000,-9.97,4178.11,1327
917000,-9.97,4172.3,1328
918000,-9.97,4172.3,1328
919000,-9.86,4195.99,1331
920000,-9.82,4202.01,1332
921000,-9.82,4202.01,1332
922000,-9.82,4202.01,1332
923000,-9.77,4196.44,1334
924000,-9.8,4195.42,1336
925000,-9.8,4195.42,1336
926000,-9.8,4195.42,1336
927000,-9.73,4206.92,1338
928000,-9.69,4207.03,1340
929000,-9.69,4207.03,1340
930000,-9.69,4207.03,1340
931000,-9.7,4196.49,1342
932000,-9.7,4190.05,1343
933000,-9.69,4194.13,1344
934000,-9.69,4182.81,1345
935000,-9.72,4164.24,1346
936000,-9.77,4154.73,1348
937000,-9.77,4154.73,1348
938000,-9.71,4151.96,1350
939000,-9.71,4141.54,1351
940000,-9.73,4136.57,1352
941000,-9.73,4136.57,1352
942000,-9.78,4110.21,1354
943000,-9.7,4115.34,1355
944000,-9.7,4110.44,1356
945000,-9.7,4110.44,1356
946000,-9.67,4113.94,1357
947000,-9.69,4105.59,1359
948000,-9.67,4109.42,1360
949000,-9.67,4109.42,1360
950000,-9.66,4099.5,1361
951000,-9.68,4090.45,1362
952000,-9.56,4104.44,1364
953000,-9.56,4104.44,1364
954000,-9.56,4104.44,1364
955000,-9.55,4108.35,1366
956000,-9.54,4116.05,1367
957000,-9.47,4120.08,1368
958000,-9.48,4109.21,1369
959000,-9.48,4109.21,1369
960000,-9.43,4108.96,1371
961000,-9.43,4108.96,1371
962000,-9.4,4113.51,1372
963000,-9.25,4118.2,1373
964000,-9.23,4110.1,1374
965000,-9.23,4110.1,1374
966000,-9.16,4122.43,1375
967000,-9.18,4124.4,1377
968000,-9.18,4124.4,1377
969000,-9.05,4128.03,1378
970000,-9.05,4131.76,1379
971000,-8.91,4155.68,1381
972000,-8.91,4155.68,1381
973000,-8.89,4148.2,1382
974000,-8.79,4150.03,1383
975000,-8.83,4143.37,1384
976000,-8.91,4117.03,1386
977000,-8.91,4117.03,1386
978000,-8.91,4117.03,1386
979000,-8.96,4109.81,1387
980000,-8.86,4117.68,1388
981000,-8.85,4119.84,1390
982000,-8.85,4119.84,1390
983000,-8.85,4119.84,1390
984000,-8.9,4122.4,1393
985000,-8.92,4115.16,1394
986000,-8.92,4115.16,1394
987000,-9.0,4098.06,1395
988000,-9.01,4098.4,1396
989000,-8.9,4113.26,1398
990000,-8.9,4113.26,1398
991000,-8.79,4123.58,1399
992000,-8.79,4123.58,1399
993000,-8.73,4132.18,1401
994000,-8.71,4142.35,1402
995000,-8.72,4141.8,1403
996000,-8.72,4141.8,1403
997000,-8.77,4136.16,1405
998000,-8.7,4147.82,1406
999000,-8.71,4151.03,1407
1000000,-8.71,4151.03,1407
1001000,-8.66,4147.61,1408
1002000,-8.74,4140.44,1410
1003000,-8.74,4140.44,1410
1004000,-8.67,4152.57,1411
1005000,-8.67,4154.55,1412
1006000,-8.68,4148.65,1413
1007000,-8.77,4146.49,1414
1008000,-8.8,4139.59,1415
1009000,-8.85,4138.38,1416
1010000,-8.85,4138.38,1416
1011000,-8.99,4127.18,1418
1012000,-8.96,4146.93,1419
1013000,-8.98,4146.03,1420
1014000,-9.03,4139.7,1421
1015000,-9.02,4143.19,1422
1016000,-8.93,4153.59,1423
1017000,-8.93,4153.59,1423
1018000,-8.93,4153.59,1423
1019000,-8.91,4152.52,1426
1020000,-8.86,4173.42,1427
1021000,-8.86,4173.42,1427
1022000,-8.82,4186.39,1428
1023000,-8.83,4184.09,1430
1024000,-8.87,4182.74,1431
1025000,-8.87,4182.74,1431
1026000,-8.87,4182.74,1431
1027000,-8.84,4194.01,1433
1028000,-8.84,4194.01,1433
1029000,-8.71,4231.1,1435
1030000,-8.71,4231.1,1435
1031000,-8.71,4231.1,1435
1032000,-8.56,4242.68,1438
1033000,-8.56,4242.68,1438
1034000,-8.57,4251.82,1439
1035000,-8.57,4251.82,1439
1036000,-8.62,4246.86,1442
1037000,-8.62,4246.86,1442
1038000,-8.62,4246.86,1442
1039000,-8.62,4246.86,1442
1040000,-8.55,4255.45,1444
1041000,-8.42,4288.89,1446
1042000,-8.42,4288.89,1446
1043000,-8.42,4288.89,1446
1044000,-8.4,4286.63,1447
1045000,-8.34,4293.03,1449
1046000,-8.34,4293.03,1449
1047000,-8.28,4315.73,1450
1048000,-8.28,4315.73,1450
1049000,-8.19,4342.74,1452
1050000,-8.11,4356.82,1453
1051000,-8.11,4356.82,1453
1052000,-8.16,4361.59,1455
1053000,-8.19,4359.9,1457
1054000,-8.19,4359.9,1457
1055000,-8.19,4359.9,1457
1056000,-8.18,4364.23,1458
1057000,-8.1,4366.39,1459
1058000,-8.06,4377.17,1461
1059000,-8.06,4377.17,1461
1060000,-8.09,4370.02,1462
1061000,-8.16,4365.23,1463
1062000,-8.1,4364.59,1465
1063000,-8.1,4364.59,1465
1064000,-8.1,4364.59,1465
1065000,-8.1,4353.89,1467
1066000,-8.02,4363.19,1469
1067000,-8.02,4363.19,1469
1068000,-8.02,4363.19,1469
1069000,-8.03,4364.9,1470
1070000,-8.24,4330.5,1473
1071000,-8.24,4330.5,1473
1072000,-8.31,4322.42,1474
1073000,-8.31,4322.42,1474
1074000,-8.36,4309.63,1476
1075000,-8.42,4289.78,1478
1076000,-8.42,4289.78,1478
1077000,-8.42,4289.78,1478
1078000,-8.43,4277.83,1480
1079000,-8.38,4286.56,1482
1080000,-8.38,4286.56,1482
1081000,-8.38,4286.56,1482
1082000,-8.52,4285.04,1484
1083000,-8.58,4278.78,1486
1084000,-8.58,4278.78,1486
1085000,-8.58,4278.78,1486
1086000,-8.6,4277.92,1487
1087000,-8.6,4278.72,1488
1088000,-8.6,4278.72,1488
1089000,-8.49,4301.47,1490
1090000,-8.52,4294.05,1491
1091000,-8.52,4294.05,1491
1092000,-8.44,4300.04,1493
1093000,-8.42,4305.45,1494
1094000,-8.39,4312.77,1495
1095000,-8.39,4312.77,1495
1096000,-8.26,4318.45,1496
1097000,-8.38,4303.36,1499
1098000,-8.38,4303.36,1499
1099000,-8.38,4303.36,1499
1100000,-8.38,4303.36,1499
1101000,-8.34,4300.56,1501
1102000,-8.2,4309.4,1503
1103000,-8.2,4309.4,1503
1104000,-8.2,4309.4,1503
1105000,-8.23,4288.95,1506
1106000,-8.23,4288.95,1506
1107000,-8.13,4297.25,1507
1108000,-8.13,4297.25,1507
1109000,-8.13,4297.25,1507
1110000,-8.16,4302.15,1511
1111000,-8.16,4302.15,1511
1112000,-8.16,4302.15,1511
1113000,-8.23,4291.51,1512
1114000,-8.24,4292.23,1513
1115000,-8.2,4297.74,1514
1116000,-8.06,4318.04,1516
1117000,-8.06,4318.04,1516
1118000,-8.1,4312.82,1518
1119000,-8.1,4312.82,1518
1120000,-8.16,4303.24,1519
1121000,-8.16,4309.36,1520
1122000,-8.16,4309.36,1520
1123000,-8.02,4332.43,1522
1124000,-8.04,4329.05,1523
1125000,-8.11,4319.8,1524
1126000,-8.11,4319.8,1524
1127000,-8.03,4336.67,1526
1128000,-8.03,4336.67,1526
1129000,-8.01,4328.83,1527
1130000,-7.94,4339.61,1528
1131000,-7.94,4339.61,1528
1132000,-7.82,4355.74,1530
1133000,-7.82,4355.74,1530
1134000,-7.75,4357.99,1531
1135000,-7.75,4357.99,1531
1136000,-7.66,4375.88,1534
1137000,-7.76,4340.95,1535
1138000,-7.76,4340.95,1535
1139000,-7.76,4340.95,1535
1140000,-7.79,4334.88,1536
1141000,-7.9,4324.38,1537
1142000,-7.82,4336.19,1539
1143000,-7.82,4336.19,1539
1144000,-7.82,4336.19,1539
1145000,-7.79,4338.92,1541
1146000,-7.74,4347.62,1542
1147000,-7.73,4358.96,1543
1148000,-7.73,4358.96,1543
1149000,-7.84,4338.97,1544
1150000,-7.89,4330.41,1547
1151000,-7.89,4330.41,1547
1152000,-7.89,4330.41,1547
1153000,-7.89,4330.41,1547
1154000,-7.96,4317.91,1551
1155000,-7.96,4317.91,1551
1156000,-7.96,4317.91,1551
1157000,-7.96,4317.91,1551
1158000,-7.96,4317.91,1551
1159000,-8.02,4319.55,1553
1160000,-7.86,4346.68,1555
1161000,-7.86,4346.68,1555
1162000,-7.86,4346.68,1555
1163000,-7.95,4344.92,1557
1164000,-7.96,4348.82,1558
1165000,-7.96,4348.82,1558
1166000,-7.9,4357.4,1559
1167000,-7.88,4354.16,1560
1168000,-7.87,4361.89,1562
1169000,-7.86,4354.01,1563
1170000,-7.86,4354.01,1563
1171000,-7.85,4357.09,1564
1172000,-7.87,4356.25,1565
1173000,-7.8,4362.41,1566
1174000,-7.85,4354.38,1567
1175000,-7.92,4349.16,1568
1176000,-7.94,4345.56,1569
1177000,-7.92,4350.7,1570
1178000,-7.86,4361.67,1571
1179000,-7.88,4363.24,1572
1180000,-7.88,4357.27,1573
1181000,-7.79,4374.68,1574
1182000,-7.77,4372.93,1575
1183000,-7.8,4363.48,1576
1184000,-7.8,4363.48,1576
1185000,-7.81,4365.87,1577
1186000,-7.69,4398.0,1579
1187000,-7.76,4389.57,1580
1188000,-7.76,4389.57,1580
1189000,-7.82,4379.44,1581
1190000,-7.88,4374.76,1583
1191000,-7.89,4378.19,1584
1192000,-7.89,4378.19,1584
1193000,-7.88,4378.12,1585
1194000,-7.79,4378.12,1587
1195000,-7.79,4378.12,1587
1196000,-7.87,4372.47,1588
1197000,-7.95,4357.51,1589
1198000,-8.02,4335.6,1591
1199000,-8.02,4335.6,1591
1200000,-8.01,4342.54,1592
1201000,-8.15,4323.58,1593
1202000,-8.04,4339.44,1595
1203000,-8.04,4339.44,1595
1204000,-8.13,4336.19,1596
1205000,-8.17,4326.17,1597
1206000,-8.14,4331.03,1598
1207000,-8.1,4334.98,1599
1208000,-8.1,4334.98,1599
1209000,-8.04,4344.01,1601
1210000,-8.07,4340.35,1602
1211000,-8.14,4329.81,1603
1212000,-8.14,4327.85,1604
1213000,-8.1,4339.5,1605
1214000,-8.14,4331.69,1606
1215000,-8.14,4331.69,1606
1216000,-8.11,4334.58,1607
1217000,-8.05,4340.79,1608
1218000,-8.05,4340.02,1609
1219000,-8.02,4339.16,1610
1220000,-8.01,4342.39,1611
1221000,-7.93,4351.7,1612
1222000,-7.92,4352.49,1613
1223000,-7.99,4315.6,1615
1224000,-7.99,4315.6,1615
1225000,-7.99,4315.6,1615
1226000,-7.9,4330.21,1617
1227000,-7.83,4332.77,1619
1228000,-7.83,4332.77,1619
1229000,-7.83,4332.77,1619
1230000,-7.8,4317.59,1621
1231000,-7.9,4307.74,1623
1232000,-7.9,4307.74,1623
1233000,-7.95,4295.56,1624
1234000,-8.05,4284.06,1625
1235000,-8.11,4277.88,1627
1236000,-8.11,4277.88,1627
1237000,-8.12,4274.43,1628
1238000,-8.1,4270.79,1629
1239000,-8.23,4255.29,1631
1240000,-8.23,4255.29,1631
1241000,-8.23,4255.29,1631
1242000,-8.22,4250.11,1633
1243000,-8.23,4246.03,1634
1244000,-8.05,4264.35,1635
1245000,-8.05,4264.35,1635
1246000,-8.1,4250.56,1637
1247000,-8.1,4250.56,1637
1248000,-8.1,4236.66,1639
1249000,-8.14,4222.28,1640
1250000,-8.21,4201.29,1642
1251000,-8.21,4201.29,1642
1252000,-8.25,4195.82,1643
1253000,-8.24,4193.91,1644
1254000,-8.27,4182.47,1645
1255000,-8.27,4182.47,1645
1256000,-8.21,4198.18,1647
1257000,-8.28,4184.62,1648
1258000,-8.34,4177.66,1649
1259000,-8.34,4171.91,1650
1260000,-8.4,4149.16,1652
1261000,-8.4,4149.16,1652
1262000,-8.4,4149.16,1652
1263000,-8.38,4116.99,1655
1264000,-8.26,4116.16,1656
1265000,-8.26,4116.16,1656
1266000,-8.26,4116.16,1656
1267000,-8.38,4083.77,1660
1268000,-8.38,4083.77,1660
1269000,-8.38,4083.77,1660
1270000,-8.38,4083.77,1660
1271000,-8.46,4074.2,1664
1272000,-8.46,4074.2,1664
1273000,-8.46,4074.2,1664
1274000,-8.48,4067.49,1665
1275000,-8.51,4060.98,1667
1276000,-8.41,4071.14,1668
1277000,-8.41,4071.14,1668
1278000,-8.41,4071.14,1668
1279000,-8.45,4062.62,1671
1280000,-8.39,4070.92,1672
1281000,-8.39,4070.92,1672
1282000,-8.39,4070.92,1672
1283000,-8.36,4077.75,1673
1284000,-8.26,4095.1,1676
1285000,-8.26,4095.1,1676
1286000,-8.26,4095.1,1676
1287000,-8.31,4079.76,1677
1288000,-8.34,4070.09,1679
1289000,-8.26,4081.23,1680
1290000,-8.26,4081.23,1680
1291000,-8.23,4091.31,1681
1292000,-8.22,4083.91,1682
1293000,-8.2,4084.15,1683
1294000,-8.11,4098.51,1684
1295000,-8.11,4098.51,1684
1296000,-8.07,4108.86,1686
1297000,-8.07,4108.86,1686
1298000,-8.06,4112.59,1687
1299000,-7.97,4122.17,1688
1300000,-7.97,4122.17,1688
1301000,-7.79,4150.98,1690
1302000,-7.79,4150.98,1690
1303000,-7.68,4157.09,1692
1304000,-7.68,4157.09,1692
1305000,-7.69,4154.53,1694
1306000,-7.77,4142.87,1695
1307000,-7.77,4141.92,1696
1308000,-7.77,4141.92,1696
1309000,-7.8,4138.59,1697
1310000,-7.7,4150.95,1699
1311000,-7.7,4150.95,1699
1312000,-7.7,4156.61,1700
1313000,-7.71,4156.59,1701
1314000,-7.74,4155.8,1702
1315000,-7.69,4154.37,1703
1316000,-7.69,4160.97,1704
1317000,-7.63,4165.45,1705
1318000,-7.63,4165.45,1705
1319000,-7.6,4167.69,1706
1320000,-7.58,4166.82,1707
1321000,-7.55,4154.16,1709
1322000,-7.55,4154.16,1709
1323000,-7.57,4147.97,1710
1324000,-7.49,4147.07,1712
1325000,-7.48,4140.65,1713
1326000,-7.48,4140.65,1713
1327000,-7.48,4140.65,1713
1328000,-7.47,4156.03,1715
1329000,-7.43,4152.5,1716
1330000,-7.34,4165.96,1717
1331000,-7.34,4165.96,1717
1332000,-7.34,4165.96,1717
1333000,-7.11,4191.67,1719
1334000,-7.0,4208.87,1720
1335000,-6.98,4215.45,1721
1336000,-6.99,4214.78,1722
1337000,-6.99,4214.78,1722
1338000,-6.95,4219.8,1723
1339000,-6.95,4219.8,1723
1340000,-6.71,4252.09,1726
1341000,-6.78,4236.25,1727
1342000,-6.78,4236.25,1727
1343000,-6.78,4236.25,1727
